text,true_label,pred_label,pred_proba
say this slowly godi love you need you,ham,ham,0.0072354316
haha where got so fast lose weight thk muz go month den got effect geelater we go aust put bk weight,ham,smishing,0.82473135
make that sake,ham,ham,0.0013790249
wen did you get so spiritual and deep thats great,ham,ham,0.014748035
jade its paul didnt txt me do remember me from barmed want talk txt me,ham,ham,0.144849
ur hmv quiz cashbalance is currently to maximize ur cashin now send hmv to only pmsg,spam,ham,0.36909005
yup havent been there before you want to go for the yoga can call up to book,ham,ham,0.17354985
now im going for lunch,ham,ham,0.0041557583
hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,ham,ham,0.43130076
thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,spam,ham,0.43633616
thanks for being there for me just to talk to on saturday you are very dear to me cherish having you as brother and role model,ham,ham,0.33620334
hope you are feeling great pls fill me in abiola,ham,ham,0.015399148
well know will take care of me so no worries,ham,ham,0.009346265
huh also cannot then only how many mistakes,ham,ham,0.0076956325
phony award todays voda numbers ending xxxx are selected to receive award if you have match please call quoting claim code standard rates app,smishing,smishing,0.9990772
take it we didnt have the phone callon friday can we assume we wont have it this year now,ham,ham,0.16248767
we regret to inform you that your nab card is now locked to unlock please update security details at httpwwwnabmobile,smishing,ham,0.42014843
hi where you you in home or calicut,ham,ham,0.0052438364
gd lor go shopping got stuff to do wan watch infernal affairs not come lar,ham,ham,0.13994758
claim shopping spree just call now have you won mobstorequizppm,smishing,ham,0.3637435
you made my day do have great day too,ham,ham,0.0156132495
dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,smishing,smishing,0.84696317
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,ham,smishing,1.0
goodmorning sleeping ga,ham,ham,0.030464623
dear how you are you ok,ham,ham,0.0030011812
the world suffers lot not because of the violence of bad people but because of the silence of good people gud night,ham,ham,0.2950774
repeat instructions again wats road name of ur house,ham,ham,0.01770145
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendshiplove dear,ham,smishing,0.73176193
sorry ill call lateri am in meeting,ham,ham,0.0056235204
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evening and stay blessed,ham,smishing,0.59546626
stop knowing me so well,ham,ham,0.0026365987
she just broke down list of reasons why nobodys in town and cant tell if shes being sarcastic or just faggy,ham,ham,0.46922818
under the sea there lays rock in the rock there is an envelope in the envelope there is paper on the paper there are words guess,ham,ham,0.2023143
save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from superb selection with national delivery brought to you by weddingfriend,spam,ham,0.3576879
yup how noe leh,ham,ham,0.0012310141
ard lor,ham,ham,0.026320051
messagesome text missing sendername missing number missing sentdate missing missing lot thats everything is missing sent via fullonsmscom,ham,smishing,0.8060969
well am officially in philosophical hole so if wanna call am at home ready to be saved,ham,ham,0.19997685
like personal sized or what,ham,ham,0.019779019
dear vdafne customeryou are winner of guaranteed caller prize this is our final attempt to contact you to claim call now,smishing,smishing,0.7352457
only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,ham,ham,0.26078078
missing you toopray inshah allah,ham,ham,0.021879613
free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit this msg is free,spam,smishing,0.5893883
erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,ham,ham,0.026810894
like made him throw up when we were smoking in our friends car one time it was awesome,ham,ham,0.1716021
sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,spam,ham,0.4840236
he is there you call and meet him,ham,ham,0.0073592635
liked your new house,ham,ham,0.0017416045
im done just studyn in library,ham,ham,0.013502017
may approve panalambut it should have more posts,ham,ham,0.007971311
ok then will wait for then talk to me,ham,ham,0.017896296
so pay first lar then when is da stock comin,ham,ham,0.025661774
reply with your name and address and you will receive by post weeks completely free accommodation at various global locations wwwphbcom php,smishing,smishing,0.9555282
you will go to walmart ill stay,ham,ham,0.015290429
if you hear loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong,ham,ham,0.20352441
we left already we at orchard now,ham,ham,0.0120691825
missed your call cause was yelling at scrappy miss cant wait for to come home im so lonely today,ham,ham,0.35120997
my roommate also wants dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure,ham,ham,0.43892902
so when do you wanna gym harri,ham,ham,0.010877232
yep at dereks house now see you sunday lt,ham,ham,0.018552294
so do you have samus shoulders yet,ham,ham,0.0096399095
aight call me once youre close,ham,ham,0.015609351
its ok noe ure busy but im really too bored so msg oso dunno wat colour she choose me one,ham,smishing,0.58947736
boltblue tones for reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,spam,smishing,0.647659
thats the thing with apes can fight to the death to keep something but the minute they have it when let go thats it,ham,ham,0.2276533
you got called tool,ham,ham,0.001819524
stop calling everyone saying might have cancer my throat hurts to talk cant be answering everyones calls if get one more call im not babysitting on monday,ham,smishing,0.54407346
just really need shit before tomorrow and know you wont be awake before like,ham,ham,0.22199804
still painting ur wall,ham,ham,0.0014116996
apple id buxcxgbvwwccod final notification your apple is due to expire today prevent this by confirming your apple id athttpverifyappleuk apple inc,smishing,smishing,0.99023354
are you planning to come chennai,ham,ham,0.0029371225
im in class will holla later,ham,ham,0.004357245
lmao ok wont be needing to do my hair anymore,ham,ham,0.00943382
said its okay sorry,ham,ham,0.0014106869
apple has detected an unauthorized signin to your cloud account if this message goes without reply apple will be forced to suspend your account please verify this icloud device by sending your correct apple id and password via text message,smishing,smishing,0.698679
single line with big meaning miss anything ur best life but dont miss ur best life for anything,ham,smishing,0.50859964
goodo yes we must speak friday eggpotato ratio for tortilla needed,ham,ham,0.013556276
went to ur hon lab but no one is there,ham,ham,0.01378714
this is one of the days you have billion classes right,ham,ham,0.049173757
thank,ham,ham,0.08013852
err cud do im going to at pm havent got way to contact him until then,ham,ham,0.12163865
nova medical centers conducts shoulder pain clinic on mar thconsult our renowned shoulder specialists drmahesh reddy drjatty call,spam,smishing,0.9986143
hi the sexychat girls are waiting for you to text them text now for great night chatting send stop to stop this service,spam,smishing,0.50798106
there are many company tell me the language,ham,ham,0.012955775
sorry ill call laterbuzy,ham,ham,0.001698719
come search tat vidnot finishd,ham,ham,0.014700263
think just yourself thanks and see you tomo,ham,ham,0.0096764965
im gonna be home soon and dont want to talk about this stuff anymore tonight ileave this topic for now,ham,ham,0.47476062
call now just per min ntt ltd po box croydon cr wb is national rate call,spam,smishing,0.67163634
just got outta class gonna go gym,ham,ham,0.02607123
congratulations ore mo owo re wa enjoy it and wish you many happy moments to and fro wherever you go,ham,ham,0.30264792
yup ok thanx,ham,ham,0.0014410588
your brother is genius,ham,ham,0.0037202078
willing live local to you text reply to hear strt back from me per msg netcollex ltdhelpdesk reply stop to end,spam,smishing,0.6558797
joys father is john then john is the name of joys father mandan,ham,ham,0.14580414
spoke with uncle john today he strongly feels that you need to sacrifice to keep me here hes going to call you when he does beg you to just listen dont make any promises or make it clear things are not easy and need you to please let us work things out as long as keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part,ham,ham,0.22871217
know im lacking on most of this particular dramastorms details but for the most part im not worried about that,ham,ham,0.2385331
we will hold your paytm amount after sometime complete your paytm kyc paytm office ph,smishing,smishing,0.9268452
someone know has asked our dating service contact you cant guess who call now all will be revealed po box wu,smishing,smishing,0.65839094
didnt you get hep immunisation in nigeria,ham,ham,0.004765558
how much is blackberry bold in nigeria,ham,ham,0.007858502
haha good to hear im officially paid and on the market for an th,ham,ham,0.037298284
private your account statement for shows unredeemed points call identifier code expires,smishing,smishing,0.93355614
dunno leh cant remember mayb lor so wat time we meeting tmr,ham,ham,0.09864113
is there reason weve not spoken this year anyways have great week and all the best in your exam,ham,ham,0.2414546
yeah ill try to scrounge something up,ham,ham,0.049293086
lol for real she told my dad have cancer,ham,ham,0.024823725
okthats fine,ham,ham,0.18801066
how is your schedule next week am out of town this weekend,ham,ham,0.05463468
uploaded mine to facebook,ham,ham,0.00061843864
nationwide has noticed your debit card was recently used on at apple online store for gbp if not you please urgently call fraud prevention on or int do not reply by sms httpwwwnationwidecouk,smishing,smishing,0.55997324
sorry ill call later at mins,ham,ham,0.009187766
hey girl how hope well me an del bak again long time no give me call sum time from lucyxx,ham,ham,0.42414126
is toshiba portege gd,ham,ham,0.024259014
hanks lotsly,ham,ham,0.021192892
derp which is worse dude who always wants to party or dude who files complaint about the three drug abusers he lives with,ham,smishing,0.5808866
same as kallis dismissial in nd test,ham,ham,0.010130594
had the money issue weigh me down but thanks to you can breathe easier now ill make sure you dont regret it thanks,ham,ham,0.3415384
dad says hurry the hell up,ham,ham,0.0075712013
were finally ready fyi,ham,ham,0.010343854
as valued customer am pleased to advise you that following recent review of your mob no you are awarded with bonus prize call,smishing,smishing,0.84119534
yes please leave at ltgt so that at ltgt we can leave,ham,ham,0.016496165
urgent your mobile number has been awarded with inr prize guaranteed call from land line claim valid hrs only,smishing,smishing,1.0
hot live fantasies call now just per min ntt ltd po box croydon cr wb,spam,smishing,0.9697882
need an th but im off campus atm could pick up in an hour or two,ham,ham,0.2704992
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or will report you to your supervisor,ham,ham,0.284761
tomarrow want to got to court at ltdecimalgt so you come to bus stand at,ham,ham,0.07141391
some of them told accenture is not confirm is it true,ham,ham,0.0114870295
got lousy sleep kept waking up every hours to see if my cat wanted to come in worry about him when its cold,ham,ham,0.4042567
shall ask one thing if you dont mistake me,ham,ham,0.013966273
kdo it at evening daurgent,ham,ham,0.001852644
sms services for your inclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm ae,spam,smishing,0.9864138
hii got the money da,ham,ham,0.0015316805
im hungry buy smth home,ham,ham,0.01258197
where did go my phone is gonna die you have to stay in here,ham,ham,0.045192048
can you plz tell me the ans bslvyl sent via fullonsmscom,ham,ham,0.44714528
yes watching footie but worried were going to blow it phil neville,ham,ham,0.0388887
how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,ham,smishing,0.56102127
no prob will send to your email,ham,ham,0.0108775515
kkfrom tomorrow onwards started ah,ham,ham,0.0050111827
then drive lor,ham,ham,0.0013990805
nobut heard abt tat,ham,ham,0.20665333
sure but make sure he knows we aint smokin yet,ham,ham,0.08021279
aight let me know when youre gonna be around usf,ham,ham,0.035603292
are you still playing with gautham,ham,ham,0.008236608
hav almost reached call unable to connect,ham,ham,0.15551299
umma did she say anything,ham,ham,0.0023049903
alrite sam its nic just checkin that this is ur numberso is ittb,ham,ham,0.032274175
oh only outside players allowed to play know,ham,ham,0.016035413
dear customer your paytmkyc has been expired its will be blcked within hour please contact customer care ph immediately to verify,smishing,smishing,0.8345361
no dice art class thru thanks though any idea what time should come tomorrow,ham,ham,0.351034
text get more ringtones logos and games from wwwtxtcom questions infotxtcouk,spam,ham,0.3881997
jason says hes gonna be around so ill be up there around ltgt,ham,ham,0.038865376
babe how goes that day what are you doing where are you sip my cappuccino and think of you my love send kiss to you from across the sea,ham,ham,0.37104657
even my brother is not like to speak with me they treat me like aids patent,ham,ham,0.048534147
freemsg fancy flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just to optout txt stop to reply date now,spam,smishing,0.870478
what im saying is if you havent explicitly told nora know someone im probably just not gonna bother,ham,ham,0.30747068
ill hand her my phone to chat wit,ham,ham,0.009272278
er yep sure props,ham,ham,0.021628255
got itmail panren paru,ham,ham,0.015941517
thanx today cer it was nice catch up but we ave find more time more often oh well take care soonc,ham,smishing,0.52322704
wake up already wat doing picking us up later rite im taking sq reaching ard smth like dat can check arrival time ya soon,ham,ham,0.3399394
hi the way was with day is the normal waythis is the real me ur uniquei hope know the rest of mylife hope find wot was lost,ham,ham,0.4808093
ive been searching for the right words to thank you for this breather promise wont take your help for granted and will fulfil my promise you have been wonderful and blessing at all times,ham,ham,0.2992661
this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgsp only,spam,smishing,0.7495079
can help swoop by picking up from wherever ur other birds meeting if want,ham,ham,0.14892983
gud mrng dear hav nice day,ham,ham,0.061599255
