text,true_label,pred_label,pred_proba
You available now? I'm like right around hillsborough &amp; DOUBLESPACE &lt;#&gt; th,ham,ham,0.0
You are being ripped off! Get your mobile content from  LINK10987654CBA  call  CALL10987654CBA  poly/true/Pix/Ringtones/Games six downloads for only 3,smishing,smishing,1.0
What is the plural of the noun research?,ham,ham,0.0
Convey my regards to him�best wishes..,ham,ham,0.0
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,spam,smishing,1.0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call  CALL10987654CBA  from land line. Claim C52. Valid12hrs only,smishing,smishing,1.0
Wat r u doing?,ham,ham,0.0
Unless it's a situation where YOU GO GURL would be more appropriate,ham,ham,0.0
Do have a nice day today. I love you so dearly.,ham,ham,0.0
Maybe you should find something else to do instead???,ham,ham,0.0
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,ham,0.0
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham,ham,0.0
The message sent is askin for DOUBLESPACE &lt;#&gt; dollars. Shoul i pay DOUBLESPACE &lt;#&gt; DOUBLESPACE or DOUBLESPACE &lt;#&gt; ?,ham,ham,0.0
Waiting in e car 4 my mum lor. U leh? Reach home already?,ham,ham,0.0
Still in the area of the restaurant. Ill try to come back soon,ham,ham,0.0
And I don't plan on staying the night but I prolly won't be back til late,ham,ham,0.0
Now GET RID OFF-Cockroach-Termite-Bedbug-Rats-Any Pest4Best DEALS inPestControlServices/Chemical/Herbal/OdorlessDIAL-N-ASK011-62222222,spam,smishing,1.0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch.",ham,ham,0.0
Was the farm open?,ham,ham,0.0
"(Alert) Your Rbc Royal Bank has been suspended. To unlock your account, click here:  LINK10987654CBA ",smishing,smishing,1.0
Think + da. You wil do.,ham,ham,0.0
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",ham,ham,0.0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham,ham,0.0
"Yes but i dont care! I need you bad, princess!",ham,ham,0.0
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham,ham,0.0
did u get that message,ham,ham,0.0
I donno if they are scorable,ham,ham,0.0
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham,ham,0.0
Mm i am on the way to railway,ham,ham,0.0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT  LINK10987654CBA  POBox36504W45WQ 150p",spam,smishing,1.0
Ok�congrats�,ham,ham,0.0
Lol boo I was hoping for a laugh,ham,ham,0.0
These won't do. Have to move on to morphine,ham,ham,0.0
"Sorry, I'll call later..hv some work..",ham,ham,0.0
How much for an eighth?,ham,ham,0.0
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,ham,ham,0.0
PRIVATE! Your 2003 Account Statement for  CALL10987654CBA  shows 800 un-redeemed S.I.M. points. Call  CALL  Identifier Code 41782 Expires 18/11/04,smishing,smishing,1.0
Lolnice. I went from a fish to ..water.?,ham,ham,0.0
U should make a fb list,ham,ham,0.0
But i'm really really broke oh. No amount is too small even DOUBLESPACE &lt;#&gt;,ham,ham,0.0
Ok... Help me ask if she's working tmr a not?,ham,ham,0.0
Crucify is c not s. You should have told me earlier.,ham,ham,0.0
"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx",smishing,smishing,1.0
"K, I might come by tonight then if my class lets out early",ham,ham,0.0
"This weeks SavaMob member offers are now accessible. Just call  CALL10987654CBA  for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",smishing,smishing,1.0
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on  CALL10987654CBA  between 10am-7pm,smishing,smishing,1.0
Ü log off 4 wat. It's sdryb8i,ham,smishing,1.0
But i have to. I like to have love and arrange.,ham,ham,0.0
"Records indicate you were involved in an accident in the last 2.5 years. As such you are entitled to claim compensation, Reply CLAIM for info or STOP to opt out",smishing,smishing,1.0
Haha... dont be angry with yourself... Take it as a practice for the real thing. =),ham,ham,0.0
This is ur face test ( 1 2 3 4 5 6 7 8 9 DOUBLESPACE &lt;#&gt; DOUBLESPACE ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham,smishing,1.0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on  CALL10987654CBA ",spam,smishing,1.0
"Ya ok, vikky vl c witin DOUBLESPACE &lt;#&gt; mins and il reply u..",ham,ham,0.0
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,ham,0.0
Wat happened to the cruise thing,ham,ham,0.0
We have all rounder:)so not required:),ham,ham,0.0
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp  CALL10987654CBA  stop to 82242,spam,smishing,1.0
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL10987654CBA  CALL  b4190604, POBOX 7876150ppm",smishing,smishing,1.0
I will come to ur home now,ham,ham,0.0
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,ham,ham,0.0
You please give us connection today itself before DOUBLESPACE &lt;DECIMAL&gt; DOUBLESPACE or refund the bill,ham,ham,0.0
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,smishing,1.0
"Meet Top 35 US universities in Delhi at India Habitat Centre Lodhi Road on Nov 8th, 2 to 6 pm for student admission.Entry Free, DOUBLESPACE details contact  CALL10987654CBA ",spam,smishing,1.0
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham,ham,0.0
Hanging out with my brother and his family,ham,ham,0.0
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help CALL10987654CBA p a msg Send stop to stop txts,spam,smishing,1.0
What he said is not the matter. My mind saying some other matter is there.,ham,ham,0.0
Lol no ouch but wish i'd stayed out a bit longer,ham,ham,0.0
"Yo, any way we could pick something up tonight?",ham,ham,0.0
"K, if u bored up just come to my home..",ham,ham,0.0
Hmm ill have to think about it... ok you're forgiven! =D,ham,ham,0.0
Did you try making another butt.,ham,ham,0.0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham,ham,0.0
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,ham,0.0
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham,ham,0.0
Also remember the beads don't come off. Ever.,ham,ham,0.0
Aight do you still want to get money,ham,ham,0.0
ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED( LINK10987654CBA  JOIN BSAITM VIKASPURI  CALL10987654CBA / CALL ,spam,smishing,1.0
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,ham,0.0
Really dun bluff me leh... U sleep early too. Nite...,ham,ham,0.0
URGENT: IRELAND GOV has issued a payment of 350 � to all residents as part of its promise to battle COVID 19. Tap here to apply:  LINK10987654CBA ,smishing,smishing,1.0
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,smishing,1.0
Din i tell u jus now 420,ham,smishing,1.0
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL10987654CBA NOW  CALL . ACL03530150PM,smishing,smishing,1.0
Happy birthday... May u find ur prince charming soon and u stay Happy!!,ham,ham,0.0
"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",smishing,smishing,1.0
"As usual..iam fine, happy &amp; doing well..:) what about u?",ham,ham,0.0
K..k..i'm also fine:)when will you complete the course?,ham,ham,0.0
I wil be there with in DOUBLESPACE &lt;#&gt; DOUBLESPACE minutes. Got any space,ham,ham,0.0
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",smishing,smishing,1.0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham,ham,0.0
"Hey , is * rite u put »10 evey mnth is that all?",ham,smishing,1.0
Are you ok. What happen to behave like this,ham,ham,0.0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile and DOUBLESPACE FREE camcorder Reply or Call  CALL10987654CBA ,smishing,smishing,1.0
K go and sleep well. Take rest:-).,ham,ham,0.0
GSOH? Good with the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL10987654CBA. mjzgroup.  CALL .2stop reply STOP. msg@£1.50rcvd,spam,smishing,1.0
Dont you have message offer,ham,ham,0.0
"House-Maid is the murderer, coz the man was murdered on DOUBLESPACE 26th January..",ham,smishing,1.0
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham,ham,0.0
I borrow ur bag ok.,ham,ham,0.0
Dear umma she called me now :-),ham,ham,0.0
Where are you call me.,ham,ham,0.0
Should I have picked up a receipt or something earlier,ham,ham,0.0
In da car park,ham,ham,0.0
"Aight , I'll get it later",ham,ham,0.0
Wat's da model num of ur phone?,ham,ham,0.0
You give us back my id proof and DOUBLESPACE &lt;#&gt; DOUBLESPACE rs. We wont allow you to work. We will come to your home within days,ham,ham,0.0
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,ham,ham,0.0
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham,ham,0.0
"Sorry, I'll call later..urgent work..",ham,ham,0.0
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,ham,ham,0.0
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham,ham,0.0
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,smishing,1.0
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham,ham,0.0
Understand. his loss is my gain :) so do you work? School?,ham,ham,0.0
I am in bus on the way to calicut,ham,ham,0.0
26th OF JULY,ham,smishing,1.0
What you need. You have a person to give na.,ham,ham,0.0
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham,ham,0.0
Havent shopping now lor i juz arrive only,ham,ham,0.0
Will you come online today night,ham,ham,0.0
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham,ham,0.0
U wan 2 haf lunch i'm in da canteen now.,ham,ham,0.0
Have a good evening! Ttyl,ham,ham,0.0
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd.,spam,smishing,1.0
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care  CALL10987654CBA ,smishing,smishing,1.0
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,ham,ham,0.0
No. She's currently in scotland for that.,ham,ham,0.0
"The affidavit says DOUBLESPACE &lt;#&gt; DOUBLESPACE E Twiggs St, division g, courtroom DOUBLESPACE &lt;#&gt; , &lt;TIME&gt; DOUBLESPACE AM. I'll double check and text you again tomorrow",ham,ham,0.0
Your free gift is waiting to be collected. Simply call  CALL10987654CBA ,smishing,smishing,1.0
"Babe, I need your advice",ham,ham,0.0
Don know..wait i will check it.,ham,ham,0.0
U have a secret admirer. REVEAL who thinks U R So special. Call  CALL10987654CBA . To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care  CALL ,smishing,smishing,1.0
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,ham,ham,0.0
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham,ham,0.0
i thought we were doing a king of the hill thing there.,ham,ham,0.0
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham,ham,0.0
excellent. I spent DOUBLESPACE &lt;#&gt; DOUBLESPACE years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham,ham,0.0
I'm very happy for you babe ! Woo hoo party on dude!,ham,ham,0.0
"Say this slowly.? GOD,I LOVE YOU, I NEED YOU.",ham,ham,0.0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,ham,0.0
make that 3! 4 DOUBLESPACE sake?! x,ham,ham,0.0
Wen did you get so spiritual and deep. That's great,ham,ham,0.0
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham,smishing,1.0
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,smishing,1.0
Yup... I havent been there before... You want to go for the yoga? I can call up to book,ham,ham,0.0
Now i'm going for lunch.,ham,ham,0.0
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham,ham,0.0
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,smishing,1.0
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham,ham,0.0
Hope you are feeling great. Pls fill me in. Abiola,ham,ham,0.0
Well i know Z will take care of me. So no worries.,ham,ham,0.0
Huh? 6 also cannot? Then only how many mistakes?,ham,ham,0.0
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call  CALL10987654CBA  quoting claim code 3100 standard rates app,smishing,smishing,1.0
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham,ham,0.0
We regret to inform you that your NAB card is now locked. To unlock please update security details at  LINK10987654CBA ,smishing,smishing,1.0
Hi where you. You in home or calicut?,ham,ham,0.0
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham,ham,0.0
"Claim a 200 shopping spree, just call  CALL10987654CBA  now! Have you won! MobStoreQuiz10ppm",smishing,smishing,1.0
You made my day. Do have a great day too.,ham,ham,0.0
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care  CALL10987654CBA ,smishing,smishing,1.0
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ham,ham,0.0
Goodmorning sleeping ga.,ham,ham,0.0
Dear how you. Are you ok?,ham,ham,0.0
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,ham,0.0
U repeat e instructions again. Wat's e road name of ur house?,ham,ham,0.0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""�Love u dear",ham,smishing,1.0
"Sorry, I'll call later..I am in a meeting",ham,ham,0.0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evening and stay blessed,ham,ham,0.0
Stop knowing me so well!,ham,ham,0.0
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,ham,0.0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... 'GUESS!!",ham,ham,0.0
Save money on wedding lingerie at  LINK10987654CBA  Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam,smishing,1.0
Yup... How ü noe leh...,ham,ham,0.0
Ard 4 lor...,ham,ham,0.0
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham,ham,0.0
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham,ham,0.0
Like a personal sized or what,ham,ham,0.0
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call  CALL10987654CBA  Now!",smishing,smishing,1.0
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham,ham,0.0
Missing you too.pray inshah allah,ham,ham,0.0
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,spam,smishing,1.0
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,ham,0.0
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",ham,ham,0.0
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,ham,0.0
He is there. You call and meet him,ham,ham,0.0
I liked your new house,ham,ham,0.0
Im done. Just studyn in library,ham,ham,0.0
May b approve panalam...but it should have more posts..,ham,ham,0.0
Ok then I will wait for. Then u talk to me�.,ham,ham,0.0
So I pay first lar... Then when is da stock comin...,ham,ham,0.0
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations  LINK10987654CBA  ph: CALL10987654CBA p,smishing,smishing,1.0
You will go to walmart. I.ll stay.,ham,ham,0.0
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham,ham,0.0
We left already we at orchard now.,ham,ham,0.0
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham,ham,0.0
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",ham,ham,0.0
So when do you wanna gym harri,ham,ham,0.0
"Yep, at derek's house now, see you Sunday &lt;3",ham,ham,0.0
So do you have samus shoulders yet,ham,ham,0.0
"Aight, call me once you're close",ham,ham,0.0
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham,ham,0.0
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam,smishing,1.0
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham,ham,0.0
You got called a tool?,ham,ham,0.0
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,ham,ham,0.0
I just really need shit before tomorrow and I know you won't be awake before like 6,ham,smishing,1.0
U still painting ur wall?,ham,ham,0.0
Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple ID at� LINK10987654CBA  Apple Inc,smishing,smishing,1.0
Are you planning to come chennai?,ham,ham,0.0
I'm in class. Will holla later,ham,ham,0.0
Lmao ok I wont be needing u to do my hair anymore.,ham,ham,0.0
I said its okay. Sorry,ham,ham,0.0
"Apple has detected an unauthorized sign-in to your Cloud account. If this message goes without reply, Apple will be forced to suspend your account. Please verify this iCloud device by sending your correct Apple ID and password via text message.",smishing,ham,0.0
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything�",ham,ham,0.0
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,ham,ham,0.0
I went to ur hon lab but no one is there.,ham,ham,0.0
"This is one of the days you have a billion classes, right?",ham,ham,0.0
Thank u!,ham,ham,0.0
Err... Cud do. I'm going to DOUBLESPACE at 8pm. I haven't got a way to contact him until then.,ham,smishing,1.0
"Nova Medical Centers, conducts a shoulder Pain clinic on Mar 5th.Consult our renowned shoulder specialists Dr.Mahesh Reddy & Dr.Jatty Call- CALL10987654CBA , CALL ",spam,smishing,1.0
