text,true_label,pred_label,pred_proba
eastenders tv quiz what flower does dot compare herself to violet tulip lily txt or to now chance win cash wkentp,spam,smishing,1.0
had your mobile months or more entitled to update to the latest colour mobiles with camera for free call the mobile update co free on,smishing,smishing,1.0
ok then,ham,ham,0.0011372931
private your account statement for shows unredeemed bonus points to claim call identifier code expires,smishing,smishing,1.0
sfine anytime all the best with it,ham,ham,0.00048675257
no meant the calculation is the same that ltgt units at ltgt this school is really expensive have you started practicing your accent because its important and have you decided if you are doing years of dental school or if youll just do the nmde exam,ham,ham,0.0022132802
you available now im like right around hillsborough amp ltgt th,ham,ham,0.00037458062
you are being ripped off get your mobile content from wwwclubmobycom call polytruepixringtonesgames six downloads for only,smishing,smishing,1.0
what is the plural of the noun research,ham,ham,4.4689725e-05
convey my regards to himbest wishes,ham,ham,0.00029873755
asked mobile if chatlines inclu in free mins india cust servs sed yes ler got mega bill dont giv shit bailiff due in days want,spam,smishing,1.0
urgent we are trying to contact todays draw shows that you have won prize guaranteed call from land line claim validhrs only,smishing,smishing,1.0
wat doing,ham,ham,0.0016343879
unless its situation where you go gurl would be more appropriate,ham,ham,2.8119282e-05
do have nice day today love you so dearly,ham,ham,0.00013021869
maybe you should find something else to do instead,ham,ham,0.0011543103
argh my is spotty anyway the only thing remember from the research we did was that province and sterling were the only problemfree places we looked at,ham,ham,0.00088336517
arngd marriage is while walkin unfortuntly snake bites bt love marriage is dancing in frnt of snake amp sayin bite me bite me,ham,ham,0.0046764105
the message sent is askin for ltgt dollars shoul pay ltgt or ltgt,ham,ham,9.3361095e-06
waiting in car my mum lor leh reach home already,ham,ham,0.0005991232
still in the area of the restaurant ill try to come back soon,ham,ham,0.0023838184
and dont plan on staying the night but prolly wont be back til late,ham,ham,0.0008669866
now get rid offcockroachtermitebedbugratsany pestbest deals inpestcontrolserviceschemicalherbalodorlessdialnask,spam,smishing,0.99999475
as entered my cabin my pa said happy bday boss felt special she askd me lunch,ham,ham,0.0008245579
was the farm open,ham,ham,8.506967e-05
alert your rbc royal bank has been suspended to unlock your account click here httpreacmobimobile,smishing,ham,0.08895089
think da you wil do,ham,ham,0.00010388215
oh the grand is having bit of party but it doesnt mention any cover charge so its probably first come first served,ham,ham,0.000412732
sorry man my accounts dry or would if you want we could trade back half or could buy some shit with my credit card,ham,ham,0.3816007
yes but dont care need you bad princess,ham,ham,0.00018094698
yo chad which gymnastics class do you wanna take the site says christians class is full,ham,ham,0.006071753
did get that message,ham,ham,9.75375e-05
donno if they are scorable,ham,ham,6.502829e-05
good afternoon loverboy how goes you day any luck come your way think of you sweetie and send my love across the sea to make you smile and happy,ham,ham,7.710617e-05
mm am on the way to railway,ham,ham,0.0016054766
eerie nokia tones rply tone title to eg tone dracula to titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq,spam,smishing,1.0
okcongrats,ham,ham,0.018500324
lol boo was hoping for laugh,ham,ham,0.00014993873
these wont do have to move on to morphine,ham,ham,0.01535402
sorry ill call laterhv some work,ham,ham,0.016725378
how much for an eighth,ham,ham,0.0005769757
luv soo much dont understand how special me ring morrow luv xxx,ham,ham,0.0006342859
private your account statement for shows unredeemed sim points call identifier code expires,smishing,smishing,1.0
lolnice went from fish to water,ham,smishing,1.0
should make fb list,ham,ham,0.00028408616
but im really really broke oh no amount is too small even ltgt,ham,ham,0.0032148748
ok help me ask if shes working tmr not,ham,ham,0.0007222982
crucify is not you should have told me earlier,ham,ham,0.0006354701
dear customer your order of euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account please access the link below httpordersaspx,smishing,smishing,0.9991345
might come by tonight then if my class lets out early,ham,ham,0.00018737922
this weeks savamob member offers are now accessible just call for details savamob pobox la wu only week savamob offers mobile,smishing,smishing,1.0
you have won guaranteed cash or prize to claim yr prize call our customer service representative on between ampm,smishing,smishing,1.0
log off wat its sdrybi,ham,ham,0.0006700267
but have to like to have love and arrange,ham,ham,0.0026008177
records indicate you were involved in an accident in the last years as such you are entitled to claim compensation reply claim for info or stop to opt out,smishing,smishing,1.0
haha dont be angry with yourself take it as practice for the real thing,ham,ham,0.00023192113
this is ur face test ltgt select any number will tell ur face astrology am waiting quick reply,ham,ham,0.12500878
double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on,spam,smishing,1.0
ya ok vikky vl witin ltgt mins and il reply,ham,ham,0.00020584483
jus reached home go bathe first but my sis using net tell when she finishes,ham,ham,9.9786346e-05
wat happened to the cruise thing,ham,ham,0.0011743892
we have all rounderso not required,ham,ham,1.5539066e-05
freemsgfeelin kinda lnly hope like keep me company jst got cam moby wanna my pictxt or reply date to msgp rcv hlp stop to,spam,smishing,0.9999999
youve won tkts to the euro cup final or cash to collect call pobox ppm,smishing,smishing,1.0
will come to ur home now,ham,ham,0.0010997682
dont know supports ass and srt thnk think ps can play through usb too,ham,smishing,0.9999989
you please give us connection today itself before ltdecimalgt or refund the bill,ham,ham,0.43579194
free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,spam,smishing,1.0
meet top us universities in delhi at india habitat centre lodhi road on nov th to pm for student admissionentry free details contact,spam,smishing,1.0
evening good if somewhat event laden will fill you in dont you worry head ok but throat wrecked see you at six then,ham,ham,7.174168e-05
hanging out with my brother and his family,ham,ham,9.6490105e-05
freemsg hey im buffy and love to satisfy men home alone feeling randy reply my pix qlynnbv helpp msg send stop to stop txts,spam,smishing,0.83906496
what he said is not the matter my mind saying some other matter is there,ham,ham,0.0006736931
lol no ouch but wish id stayed out bit longer,ham,ham,3.2333337e-05
yo any way we could pick something up tonight,ham,ham,0.00065719127
if bored up just come to my home,ham,ham,0.00053627207
hmm ill have to think about it ok youre forgiven,ham,ham,0.00025090005
did you try making another butt,ham,ham,0.0005158013
oh rite well im with my best mate pete who went out with week now were geva again its been longer than week,ham,ham,0.009869236
good sleep is about rhythm the person has to establish rhythm that the body will learn and use if you want to know more,ham,ham,0.45424628
hi do want to join me with sts later meeting them at five call after class,ham,ham,0.05050666
also remember the beads dont come off ever,ham,ham,1.9777424e-05
aight do you still want to get money,ham,ham,0.0015394512
only for girls bbambaexecutive mbabscitbio techbtech flexible timings govtrecognizedwwwbsaitmin join bsaitm vikaspuri,spam,smishing,1.0
how are you with moneyas in to youmoney aint thinghow are you sha,ham,ham,0.028012596
really dun bluff me leh sleep early too nite,ham,ham,0.00034802384
urgent ireland gov has issued payment of to all residents as part of its promise to battle covid tap here to apply httpurliej,smishing,smishing,0.9997577
hi baby im sat on the bloody bus at the mo and wont be home until about wanna do somethin later call me later ortxt back jess xx,ham,ham,0.17754939
din tell jus now,ham,ham,0.0005741874
urgent this is our nd attempt to contact your prize from yesterday is still awaiting collection to claim call now aclpm,smishing,smishing,1.0
happy birthday may find ur prince charming soon and stay happy,ham,ham,0.00012981304
last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile cs savamob pobox muz,smishing,smishing,1.0
as usualiam fine happy amp doing well what about,ham,ham,0.0016530731
kkim also finewhen will you complete the course,ham,ham,0.0001647051
wil be there with in ltgt minutes got any space,ham,ham,0.0005372748
final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile cs savamob pobox muz subs,smishing,smishing,1.0
anyway dont think can secure anything up here lemme know if you want me to drive down south and chill,ham,ham,0.00011310768
hey is rite put evey mnth is that all,ham,ham,1.5288882e-05
are you ok what happen to behave like this,ham,ham,0.00096455496
do you want new nokia colour phone delivered tomorrow with free minutes to any mobile and free camcorder reply or call,smishing,smishing,1.0
go and sleep well take rest,ham,ham,0.00022614072
gsoh good with the ladiesu could male gigolo join the uks fastest growing mens club reply oncall mjzgroup stop reply stop msgrcvd,spam,ham,0.30820593
dont you have message offer,ham,ham,0.00018648288
housemaid is the murderer coz the man was murdered on th january,ham,ham,0.0024375187
let me know how to contact you ive you settled in room lets know you are ok,ham,ham,3.639511e-05
borrow ur bag ok,ham,ham,0.00010290774
dear umma she called me now,ham,ham,0.00010680381
where are you call me,ham,ham,0.00017961906
should have picked up receipt or something earlier,ham,ham,0.0040429034
in da car park,ham,ham,0.00014544092
aight ill get it later,ham,ham,0.00020936063
wats da model num of ur phone,ham,ham,0.0009456506
you give us back my id proof and ltgt rs we wont allow you to work we will come to your home within days,ham,ham,0.11705054
thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,ham,ham,3.9725666e-05
eatin later but im eatin wif my frens now lei going home first,ham,ham,0.00048689265
sorry ill call laterurgent work,ham,ham,0.14608549
have great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,ham,ham,0.02362615
definitely need module from humanities dis sem izzit wan take other modules st,ham,ham,0.38768217
sms auction brand new nokia is up auction today auction is free join take part txt nokia to now,spam,smishing,0.9999987
the search happiness is of main sources of unhappiness accept life the way it comes will find happiness in every moment live,ham,smishing,0.9888588
understand his loss is my gain so do you work school,ham,ham,1.5838303e-05
am in bus on the way to calicut,ham,ham,0.001447007
th of july,ham,ham,0.00031919143
what you need you have person to give na,ham,ham,0.00752628
havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic,ham,ham,4.0362393e-05
havent shopping now lor juz arrive only,ham,ham,0.007593584
will you come online today night,ham,ham,0.0001166801
not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok,ham,ham,0.0020400854
wan haf lunch im in da canteen now,ham,ham,0.00012345954
have good evening ttyl,ham,ham,0.000326381
dont know and dont know me send chat to now and lets find each other only pmsg rcvd,spam,smishing,0.57603544
dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,smishing,smishing,1.0
one day crab was running on the sea shorethe waves came cleared the footprints of the crab crab asked being my frnd clearing my beautiful footprints waves replied fox was following ur footprints to catch you thats cleared it off frndsship never lets dwn gud nyt,ham,smishing,0.9952722
no shes currently in scotland for that,ham,ham,0.00074948755
the affidavit says ltgt twiggs st division courtroom ltgt lttimegt am ill double check and text you again tomorrow,ham,ham,0.0004460778
your free gift is waiting to be collected simply call,smishing,ham,0.005086423
babe need your advice,ham,ham,0.00024504776
don knowwait will check it,ham,smishing,0.99999964
have secret admirer reveal who thinks so special call to opt out reply reveal stop per msg recd cust care,smishing,smishing,1.0
mmm thats better now got roast down me id better if had few drinks down me good indian,ham,ham,0.00012920728
you might want to pull out more just in case and just plan on not spending it if you can dont have much confidence in derek and taylors money management,ham,ham,0.00019048214
thought we were doing king of the hill thing there,ham,ham,0.00091981527
miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one with great phone receiving quality wins,ham,smishing,0.99972266
excellent spent ltgt years in the air force iraq and afghanistan am stable and honest do you like traveling,ham,ham,4.5813726e-05
im very happy for you babe woo hoo party on dude,ham,ham,0.43850136
say this slowly godi love you need you,ham,ham,2.903068e-05
haha where got so fast lose weight thk muz go month den got effect geelater we go aust put bk weight,ham,ham,0.06852895
make that sake,ham,ham,0.00023918142
wen did you get so spiritual and deep thats great,ham,ham,2.2012902e-05
jade its paul didnt txt me do remember me from barmed want talk txt me,ham,ham,0.032268826
ur hmv quiz cashbalance is currently to maximize ur cashin now send hmv to only pmsg,spam,smishing,1.0
yup havent been there before you want to go for the yoga can call up to book,ham,ham,0.39927667
now im going for lunch,ham,ham,0.0004700959
hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,ham,ham,4.455517e-05
thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,spam,smishing,1.0
thanks for being there for me just to talk to on saturday you are very dear to me cherish having you as brother and role model,ham,ham,0.00022895592
hope you are feeling great pls fill me in abiola,ham,ham,4.9089005e-05
well know will take care of me so no worries,ham,ham,0.0002807324
huh also cannot then only how many mistakes,ham,ham,0.0009930062
phony award todays voda numbers ending xxxx are selected to receive award if you have match please call quoting claim code standard rates app,smishing,smishing,1.0
take it we didnt have the phone callon friday can we assume we wont have it this year now,ham,ham,0.0013688887
we regret to inform you that your nab card is now locked to unlock please update security details at httpwwwnabmobile,smishing,ham,0.49925587
hi where you you in home or calicut,ham,ham,0.000110776906
gd lor go shopping got stuff to do wan watch infernal affairs not come lar,ham,ham,0.00017200479
claim shopping spree just call now have you won mobstorequizppm,smishing,smishing,1.0
you made my day do have great day too,ham,ham,0.0010088038
dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,smishing,smishing,1.0
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,ham,ham,0.19387886
goodmorning sleeping ga,ham,ham,0.006727929
dear how you are you ok,ham,ham,5.9158312e-05
the world suffers lot not because of the violence of bad people but because of the silence of good people gud night,ham,ham,0.010475946
repeat instructions again wats road name of ur house,ham,ham,0.00053493446
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendshiplove dear,ham,ham,0.0041624852
sorry ill call lateri am in meeting,ham,ham,0.00085602375
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evening and stay blessed,ham,ham,0.0053989333
stop knowing me so well,ham,ham,0.00017518777
she just broke down list of reasons why nobodys in town and cant tell if shes being sarcastic or just faggy,ham,smishing,0.78599066
under the sea there lays rock in the rock there is an envelope in the envelope there is paper on the paper there are words guess,ham,ham,5.949993e-05
save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from superb selection with national delivery brought to you by weddingfriend,spam,smishing,1.0
yup how noe leh,ham,ham,0.00021136193
ard lor,ham,ham,0.00967377
messagesome text missing sendername missing number missing sentdate missing missing lot thats everything is missing sent via fullonsmscom,ham,ham,0.14867096
well am officially in philosophical hole so if wanna call am at home ready to be saved,ham,ham,0.20470585
like personal sized or what,ham,ham,0.03637843
dear vdafne customeryou are winner of guaranteed caller prize this is our final attempt to contact you to claim call now,smishing,smishing,1.0
only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,ham,ham,1.9234301e-05
missing you toopray inshah allah,ham,ham,3.318314e-05
free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit this msg is free,spam,smishing,1.0
erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,ham,ham,0.01987497
like made him throw up when we were smoking in our friends car one time it was awesome,ham,ham,0.00022163162
sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,spam,smishing,1.0
he is there you call and meet him,ham,ham,0.005912448
liked your new house,ham,ham,0.0020386123
im done just studyn in library,ham,ham,5.3061114e-05
may approve panalambut it should have more posts,ham,ham,0.00054506096
ok then will wait for then talk to me,ham,ham,0.002503501
so pay first lar then when is da stock comin,ham,ham,0.0009050515
reply with your name and address and you will receive by post weeks completely free accommodation at various global locations wwwphbcom php,smishing,smishing,1.0
you will go to walmart ill stay,ham,ham,0.0020701191
if you hear loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong,ham,ham,2.5156065e-05
we left already we at orchard now,ham,ham,0.0005664407
missed your call cause was yelling at scrappy miss cant wait for to come home im so lonely today,ham,smishing,0.97895056
my roommate also wants dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure,ham,ham,0.00014087248
so when do you wanna gym harri,ham,ham,0.00015064668
yep at dereks house now see you sunday lt,ham,ham,0.0053232373
so do you have samus shoulders yet,ham,ham,0.014507696
aight call me once youre close,ham,ham,0.017378302
its ok noe ure busy but im really too bored so msg oso dunno wat colour she choose me one,ham,ham,0.00012425012
boltblue tones for reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,spam,smishing,1.0
thats the thing with apes can fight to the death to keep something but the minute they have it when let go thats it,ham,ham,0.000100047124
you got called tool,ham,ham,5.3914242e-05
stop calling everyone saying might have cancer my throat hurts to talk cant be answering everyones calls if get one more call im not babysitting on monday,ham,smishing,0.99999285
just really need shit before tomorrow and know you wont be awake before like,ham,ham,0.0005913188
still painting ur wall,ham,ham,1.8880712e-05
apple id buxcxgbvwwccod final notification your apple is due to expire today prevent this by confirming your apple id athttpverifyappleuk apple inc,smishing,smishing,1.0
are you planning to come chennai,ham,ham,0.00010250334
im in class will holla later,ham,ham,0.00019804253
lmao ok wont be needing to do my hair anymore,ham,ham,0.00079506484
said its okay sorry,ham,ham,0.00012691287
apple has detected an unauthorized signin to your cloud account if this message goes without reply apple will be forced to suspend your account please verify this icloud device by sending your correct apple id and password via text message,smishing,ham,0.3270805
single line with big meaning miss anything ur best life but dont miss ur best life for anything,ham,ham,0.008227836
goodo yes we must speak friday eggpotato ratio for tortilla needed,ham,ham,0.0027863015
went to ur hon lab but no one is there,ham,ham,0.002876375
this is one of the days you have billion classes right,ham,ham,0.013040948
thank,ham,ham,0.018500324
err cud do im going to at pm havent got way to contact him until then,ham,ham,0.26245695
nova medical centers conducts shoulder pain clinic on mar thconsult our renowned shoulder specialists drmahesh reddy drjatty call,spam,smishing,1.0
hi the sexychat girls are waiting for you to text them text now for great night chatting send stop to stop this service,spam,smishing,0.99979645
there are many company tell me the language,ham,ham,0.00012105736
sorry ill call laterbuzy,ham,ham,0.0002713535
come search tat vidnot finishd,ham,ham,0.020673128
think just yourself thanks and see you tomo,ham,ham,7.629947e-05
im gonna be home soon and dont want to talk about this stuff anymore tonight ileave this topic for now,ham,ham,0.00025444102
call now just per min ntt ltd po box croydon cr wb is national rate call,spam,smishing,1.0
just got outta class gonna go gym,ham,ham,0.0007519983
congratulations ore mo owo re wa enjoy it and wish you many happy moments to and fro wherever you go,ham,ham,0.03514486
yup ok thanx,ham,ham,0.00070626254
your brother is genius,ham,ham,0.0029440527
willing live local to you text reply to hear strt back from me per msg netcollex ltdhelpdesk reply stop to end,spam,smishing,1.0
joys father is john then john is the name of joys father mandan,ham,ham,0.0312208
spoke with uncle john today he strongly feels that you need to sacrifice to keep me here hes going to call you when he does beg you to just listen dont make any promises or make it clear things are not easy and need you to please let us work things out as long as keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part,ham,ham,0.0001505766
know im lacking on most of this particular dramastorms details but for the most part im not worried about that,ham,ham,0.0004723008
we will hold your paytm amount after sometime complete your paytm kyc paytm office ph,smishing,smishing,1.0
someone know has asked our dating service contact you cant guess who call now all will be revealed po box wu,smishing,smishing,1.0
didnt you get hep immunisation in nigeria,ham,ham,3.195117e-05
how much is blackberry bold in nigeria,ham,ham,9.910981e-05
haha good to hear im officially paid and on the market for an th,ham,ham,0.0036063537
private your account statement for shows unredeemed points call identifier code expires,smishing,smishing,1.0
dunno leh cant remember mayb lor so wat time we meeting tmr,ham,ham,0.0002206116
is there reason weve not spoken this year anyways have great week and all the best in your exam,ham,ham,0.0013753624
yeah ill try to scrounge something up,ham,ham,0.014938565
lol for real she told my dad have cancer,ham,ham,0.00068112015
okthats fine,ham,ham,5.745144e-05
how is your schedule next week am out of town this weekend,ham,ham,0.0019396704
uploaded mine to facebook,ham,ham,1.4353317e-05
nationwide has noticed your debit card was recently used on at apple online store for gbp if not you please urgently call fraud prevention on or int do not reply by sms httpwwwnationwidecouk,smishing,smishing,0.99589396
sorry ill call later at mins,ham,ham,0.06309079
hey girl how hope well me an del bak again long time no give me call sum time from lucyxx,ham,ham,0.03903086
is toshiba portege gd,ham,smishing,0.8609342
hanks lotsly,ham,ham,0.0025786245
derp which is worse dude who always wants to party or dude who files complaint about the three drug abusers he lives with,ham,smishing,0.9999049
same as kallis dismissial in nd test,ham,ham,0.00044898724
had the money issue weigh me down but thanks to you can breathe easier now ill make sure you dont regret it thanks,ham,ham,5.416784e-05
dad says hurry the hell up,ham,ham,9.930299e-05
were finally ready fyi,ham,ham,0.0006292762
as valued customer am pleased to advise you that following recent review of your mob no you are awarded with bonus prize call,smishing,smishing,1.0
yes please leave at ltgt so that at ltgt we can leave,ham,ham,0.00038453087
urgent your mobile number has been awarded with inr prize guaranteed call from land line claim valid hrs only,smishing,smishing,1.0
hot live fantasies call now just per min ntt ltd po box croydon cr wb,spam,smishing,1.0
need an th but im off campus atm could pick up in an hour or two,ham,ham,0.010803609
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or will report you to your supervisor,ham,smishing,1.0
tomarrow want to got to court at ltdecimalgt so you come to bus stand at,ham,smishing,0.9458296
some of them told accenture is not confirm is it true,ham,ham,0.0006472203
got lousy sleep kept waking up every hours to see if my cat wanted to come in worry about him when its cold,ham,ham,9.482361e-05
shall ask one thing if you dont mistake me,ham,ham,6.352025e-05
kdo it at evening daurgent,ham,ham,8.324061e-06
sms services for your inclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm ae,spam,smishing,1.0
hii got the money da,ham,ham,6.4411615e-05
im hungry buy smth home,ham,ham,0.00035406367
where did go my phone is gonna die you have to stay in here,ham,ham,0.0037263862
can you plz tell me the ans bslvyl sent via fullonsmscom,ham,ham,0.0057861656
yes watching footie but worried were going to blow it phil neville,ham,ham,0.018234659
how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,ham,ham,0.00022420379
no prob will send to your email,ham,ham,0.24201535
kkfrom tomorrow onwards started ah,ham,smishing,0.69942766
then drive lor,ham,ham,0.00019004023
nobut heard abt tat,ham,ham,4.91808e-05
sure but make sure he knows we aint smokin yet,ham,ham,0.00016009287
aight let me know when youre gonna be around usf,ham,ham,0.00018913511
are you still playing with gautham,ham,ham,0.0002338538
hav almost reached call unable to connect,ham,smishing,0.9955396
umma did she say anything,ham,ham,0.00021513313
alrite sam its nic just checkin that this is ur numberso is ittb,ham,ham,0.07829757
oh only outside players allowed to play know,ham,ham,0.0014534655
dear customer your paytmkyc has been expired its will be blcked within hour please contact customer care ph immediately to verify,smishing,smishing,1.0
no dice art class thru thanks though any idea what time should come tomorrow,ham,ham,0.0021811165
text get more ringtones logos and games from wwwtxtcom questions infotxtcouk,spam,ham,0.08855495
jason says hes gonna be around so ill be up there around ltgt,ham,ham,0.00018109956
babe how goes that day what are you doing where are you sip my cappuccino and think of you my love send kiss to you from across the sea,ham,smishing,0.9843938
even my brother is not like to speak with me they treat me like aids patent,ham,ham,3.461956e-05
freemsg fancy flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just to optout txt stop to reply date now,spam,smishing,1.0
what im saying is if you havent explicitly told nora know someone im probably just not gonna bother,ham,ham,0.0068366383
ill hand her my phone to chat wit,ham,ham,0.0076843966
er yep sure props,ham,ham,0.0035439818
got itmail panren paru,ham,ham,3.4152705e-05
thanx today cer it was nice catch up but we ave find more time more often oh well take care soonc,ham,ham,0.0018778408
wake up already wat doing picking us up later rite im taking sq reaching ard smth like dat can check arrival time ya soon,ham,ham,0.004302071
hi the way was with day is the normal waythis is the real me ur uniquei hope know the rest of mylife hope find wot was lost,ham,ham,0.0075969878
ive been searching for the right words to thank you for this breather promise wont take your help for granted and will fulfil my promise you have been wonderful and blessing at all times,ham,ham,0.11891599
