text,true_label,pred_label,pred_proba
dear paytm customer your paytm kyc has expired contact customer care no immediately your account will block within hr thank you paytm team,smishing,smishing,0.8908584
good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni,ham,smishing,0.8969961
ree entry in weekly comp for chance to win an ipod txt pod to to get entry std txt rate tcs apply for details,spam,smishing,0.9362777
enjoy ur life good night,ham,ham,0.0047598374
mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian oceand,ham,ham,0.35405612
have had two more letters from will copy them for you cos one has message for you speak soon,ham,ham,0.1883829
fancy shag dointerested sextextukcom txt xxuk suzy to txts cost per msg tncs on website,spam,smishing,0.6690537
sorry for the delay yes masters,ham,ham,0.0099243885
which channel,ham,ham,0.020864923
did you call me just now ah,ham,ham,0.0037107277
well then you have great weekend,ham,ham,0.0016585663
you have won cash or prize to claim call tc rstm sw ss ppm,smishing,smishing,0.99997604
it just seems like weird timing that the night that all you and want is for me to come smoke is the same day as when shitstorm is attributed to me always coming over and making everyone smoke,ham,ham,0.23752052
yo you around friend of mines lookin to pick up later tonight,ham,ham,0.038218014
we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt,ham,ham,0.42807388
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it,ham,smishing,0.64883226
my friend just got here and says hes upping his order by few grams hes got ltgt when can you get here,ham,ham,0.2596525
yes its possible but dint try pls dont tell to any one,ham,ham,0.029305104
do you want new nokia colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,smishing,smishing,0.905329
you also didnt get na hi hi hi hi hi,ham,ham,0.05774177
hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,ham,ham,0.33894676
the lay man just to let you know you are missed and thought off do have great day and if you can send me bimbo and ugos numbers ill appreciate safe,ham,smishing,0.57675093
thanks love but am doing torch or bold,ham,ham,0.013341646
dear we got ltgt dollars hi hi,ham,ham,0.009519112
stop the story ive told him ive returned it and hes saying should not re order it,ham,ham,0.20840253
smith waste dai wanna gayle,ham,ham,0.031866353
eastenders tv quiz what flower does dot compare herself to violet tulip lily txt or to now chance win cash wkentp,spam,smishing,0.9146772
had your mobile months or more entitled to update to the latest colour mobiles with camera for free call the mobile update co free on,smishing,smishing,0.9625226
ok then,ham,ham,0.008974048
private your account statement for shows unredeemed bonus points to claim call identifier code expires,smishing,smishing,0.9993261
sfine anytime all the best with it,ham,ham,0.0024438843
no meant the calculation is the same that ltgt units at ltgt this school is really expensive have you started practicing your accent because its important and have you decided if you are doing years of dental school or if youll just do the nmde exam,ham,ham,0.34347337
you available now im like right around hillsborough amp ltgt th,ham,ham,0.022352679
you are being ripped off get your mobile content from wwwclubmobycom call polytruepixringtonesgames six downloads for only,smishing,smishing,0.9818989
what is the plural of the noun research,ham,ham,0.0035964414
convey my regards to himbest wishes,ham,ham,0.010257108
asked mobile if chatlines inclu in free mins india cust servs sed yes ler got mega bill dont giv shit bailiff due in days want,spam,smishing,0.7810612
urgent we are trying to contact todays draw shows that you have won prize guaranteed call from land line claim validhrs only,smishing,smishing,0.9999999
wat doing,ham,ham,0.013993819
unless its situation where you go gurl would be more appropriate,ham,ham,0.025880868
do have nice day today love you so dearly,ham,ham,0.0041140085
maybe you should find something else to do instead,ham,ham,0.011657399
argh my is spotty anyway the only thing remember from the research we did was that province and sterling were the only problemfree places we looked at,ham,ham,0.44649994
arngd marriage is while walkin unfortuntly snake bites bt love marriage is dancing in frnt of snake amp sayin bite me bite me,ham,smishing,0.63864446
the message sent is askin for ltgt dollars shoul pay ltgt or ltgt,ham,ham,0.26532608
waiting in car my mum lor leh reach home already,ham,ham,0.040722102
still in the area of the restaurant ill try to come back soon,ham,ham,0.02276194
and dont plan on staying the night but prolly wont be back til late,ham,ham,0.035073344
now get rid offcockroachtermitebedbugratsany pestbest deals inpestcontrolserviceschemicalherbalodorlessdialnask,spam,smishing,0.9967192
as entered my cabin my pa said happy bday boss felt special she askd me lunch,ham,ham,0.43369946
was the farm open,ham,ham,0.003217709
alert your rbc royal bank has been suspended to unlock your account click here httpreacmobimobile,smishing,smishing,0.54711586
think da you wil do,ham,ham,0.0027505583
oh the grand is having bit of party but it doesnt mention any cover charge so its probably first come first served,ham,ham,0.2247245
sorry man my accounts dry or would if you want we could trade back half or could buy some shit with my credit card,ham,ham,0.22701757
yes but dont care need you bad princess,ham,ham,0.0028303945
yo chad which gymnastics class do you wanna take the site says christians class is full,ham,ham,0.42477956
did get that message,ham,ham,0.0022731598
donno if they are scorable,ham,ham,0.0028250432
good afternoon loverboy how goes you day any luck come your way think of you sweetie and send my love across the sea to make you smile and happy,ham,ham,0.18721423
mm am on the way to railway,ham,ham,0.0032853023
eerie nokia tones rply tone title to eg tone dracula to titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq,spam,smishing,1.0
okcongrats,ham,ham,0.16807759
lol boo was hoping for laugh,ham,ham,0.012609136
these wont do have to move on to morphine,ham,ham,0.013348804
sorry ill call laterhv some work,ham,ham,0.016377157
how much for an eighth,ham,ham,0.003546485
luv soo much dont understand how special me ring morrow luv xxx,ham,ham,0.21126598
private your account statement for shows unredeemed sim points call identifier code expires,smishing,smishing,0.99064165
lolnice went from fish to water,ham,ham,0.029004436
should make fb list,ham,ham,0.0055779787
but im really really broke oh no amount is too small even ltgt,ham,ham,0.12085373
ok help me ask if shes working tmr not,ham,ham,0.042679053
crucify is not you should have told me earlier,ham,ham,0.005029323
dear customer your order of euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account please access the link below httpordersaspx,smishing,smishing,0.6939736
might come by tonight then if my class lets out early,ham,ham,0.02712291
this weeks savamob member offers are now accessible just call for details savamob pobox la wu only week savamob offers mobile,smishing,smishing,0.96989846
you have won guaranteed cash or prize to claim yr prize call our customer service representative on between ampm,smishing,smishing,0.97778636
log off wat its sdrybi,ham,ham,0.0037066012
but have to like to have love and arrange,ham,ham,0.00456174
records indicate you were involved in an accident in the last years as such you are entitled to claim compensation reply claim for info or stop to opt out,smishing,smishing,0.9247757
haha dont be angry with yourself take it as practice for the real thing,ham,ham,0.058809035
this is ur face test ltgt select any number will tell ur face astrology am waiting quick reply,ham,smishing,0.6429188
double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on,spam,smishing,0.99541473
ya ok vikky vl witin ltgt mins and il reply,ham,ham,0.047513764
jus reached home go bathe first but my sis using net tell when she finishes,ham,ham,0.101991296
wat happened to the cruise thing,ham,ham,0.0043236203
we have all rounderso not required,ham,ham,0.019698525
freemsgfeelin kinda lnly hope like keep me company jst got cam moby wanna my pictxt or reply date to msgp rcv hlp stop to,spam,smishing,0.94968826
youve won tkts to the euro cup final or cash to collect call pobox ppm,smishing,smishing,0.918517
will come to ur home now,ham,ham,0.0024693157
dont know supports ass and srt thnk think ps can play through usb too,ham,ham,0.34110847
you please give us connection today itself before ltdecimalgt or refund the bill,ham,ham,0.29603097
free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,spam,smishing,0.9998745
meet top us universities in delhi at india habitat centre lodhi road on nov th to pm for student admissionentry free details contact,spam,smishing,0.92949295
evening good if somewhat event laden will fill you in dont you worry head ok but throat wrecked see you at six then,ham,ham,0.36736706
hanging out with my brother and his family,ham,ham,0.0052457866
freemsg hey im buffy and love to satisfy men home alone feeling randy reply my pix qlynnbv helpp msg send stop to stop txts,spam,smishing,0.81216496
what he said is not the matter my mind saying some other matter is there,ham,ham,0.10615711
lol no ouch but wish id stayed out bit longer,ham,ham,0.11118253
yo any way we could pick something up tonight,ham,ham,0.015535012
if bored up just come to my home,ham,ham,0.004122253
hmm ill have to think about it ok youre forgiven,ham,ham,0.0033179559
did you try making another butt,ham,ham,0.010671594
oh rite well im with my best mate pete who went out with week now were geva again its been longer than week,ham,ham,0.43801522
good sleep is about rhythm the person has to establish rhythm that the body will learn and use if you want to know more,ham,ham,0.15216993
hi do want to join me with sts later meeting them at five call after class,ham,ham,0.3153447
also remember the beads dont come off ever,ham,ham,0.010281031
aight do you still want to get money,ham,ham,0.0026175466
only for girls bbambaexecutive mbabscitbio techbtech flexible timings govtrecognizedwwwbsaitmin join bsaitm vikaspuri,spam,smishing,1.0
how are you with moneyas in to youmoney aint thinghow are you sha,ham,ham,0.4122427
really dun bluff me leh sleep early too nite,ham,ham,0.046016455
urgent ireland gov has issued payment of to all residents as part of its promise to battle covid tap here to apply httpurliej,smishing,smishing,0.8736402
hi baby im sat on the bloody bus at the mo and wont be home until about wanna do somethin later call me later ortxt back jess xx,ham,smishing,0.6051696
din tell jus now,ham,ham,0.0064081103
urgent this is our nd attempt to contact your prize from yesterday is still awaiting collection to claim call now aclpm,smishing,smishing,0.98705995
happy birthday may find ur prince charming soon and stay happy,ham,ham,0.1234651
last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile cs savamob pobox muz,smishing,smishing,0.99538165
as usualiam fine happy amp doing well what about,ham,ham,0.03826528
kkim also finewhen will you complete the course,ham,ham,0.006118775
wil be there with in ltgt minutes got any space,ham,ham,0.006486125
final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile cs savamob pobox muz subs,smishing,smishing,0.9962459
anyway dont think can secure anything up here lemme know if you want me to drive down south and chill,ham,ham,0.113095276
hey is rite put evey mnth is that all,ham,ham,0.13415389
are you ok what happen to behave like this,ham,ham,0.031291194
do you want new nokia colour phone delivered tomorrow with free minutes to any mobile and free camcorder reply or call,smishing,smishing,0.68880594
go and sleep well take rest,ham,ham,0.007213929
gsoh good with the ladiesu could male gigolo join the uks fastest growing mens club reply oncall mjzgroup stop reply stop msgrcvd,spam,smishing,0.9661356
dont you have message offer,ham,ham,0.0026340203
housemaid is the murderer coz the man was murdered on th january,ham,ham,0.035850678
let me know how to contact you ive you settled in room lets know you are ok,ham,ham,0.040764008
borrow ur bag ok,ham,ham,0.009073869
dear umma she called me now,ham,ham,0.007875194
where are you call me,ham,ham,0.0027332457
should have picked up receipt or something earlier,ham,ham,0.035986036
in da car park,ham,ham,0.003244785
aight ill get it later,ham,ham,0.0021900504
wats da model num of ur phone,ham,ham,0.015322836
you give us back my id proof and ltgt rs we wont allow you to work we will come to your home within days,ham,ham,0.18143634
thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,ham,ham,0.11810775
eatin later but im eatin wif my frens now lei going home first,ham,ham,0.057317838
sorry ill call laterurgent work,ham,ham,0.0071889265
have great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,ham,ham,0.18066373
definitely need module from humanities dis sem izzit wan take other modules st,ham,smishing,0.8919694
sms auction brand new nokia is up auction today auction is free join take part txt nokia to now,spam,smishing,0.637629
the search happiness is of main sources of unhappiness accept life the way it comes will find happiness in every moment live,ham,ham,0.21959762
understand his loss is my gain so do you work school,ham,ham,0.0054733427
am in bus on the way to calicut,ham,ham,0.004587823
th of july,ham,ham,0.0069862506
what you need you have person to give na,ham,ham,0.008312743
havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic,ham,ham,0.15080206
havent shopping now lor juz arrive only,ham,ham,0.011366648
will you come online today night,ham,ham,0.003342354
not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok,ham,smishing,0.5829007
wan haf lunch im in da canteen now,ham,ham,0.0025233533
have good evening ttyl,ham,ham,0.0040487465
dont know and dont know me send chat to now and lets find each other only pmsg rcvd,spam,ham,0.26452237
dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,smishing,smishing,0.9692564
one day crab was running on the sea shorethe waves came cleared the footprints of the crab crab asked being my frnd clearing my beautiful footprints waves replied fox was following ur footprints to catch you thats cleared it off frndsship never lets dwn gud nyt,ham,smishing,0.7762764
no shes currently in scotland for that,ham,ham,0.02854218
the affidavit says ltgt twiggs st division courtroom ltgt lttimegt am ill double check and text you again tomorrow,ham,smishing,0.75947237
your free gift is waiting to be collected simply call,smishing,ham,0.1351452
babe need your advice,ham,ham,0.0036804422
don knowwait will check it,ham,ham,0.046041846
have secret admirer reveal who thinks so special call to opt out reply reveal stop per msg recd cust care,smishing,smishing,0.92098707
mmm thats better now got roast down me id better if had few drinks down me good indian,ham,ham,0.26397392
you might want to pull out more just in case and just plan on not spending it if you can dont have much confidence in derek and taylors money management,ham,ham,0.24268132
thought we were doing king of the hill thing there,ham,ham,0.013600466
miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one with great phone receiving quality wins,ham,smishing,0.95596474
excellent spent ltgt years in the air force iraq and afghanistan am stable and honest do you like traveling,ham,ham,0.1365708
im very happy for you babe woo hoo party on dude,ham,ham,0.024423357
say this slowly godi love you need you,ham,ham,0.014300635
haha where got so fast lose weight thk muz go month den got effect geelater we go aust put bk weight,ham,ham,0.48547557
make that sake,ham,ham,0.005793621
wen did you get so spiritual and deep thats great,ham,ham,0.007406049
jade its paul didnt txt me do remember me from barmed want talk txt me,ham,ham,0.043594427
ur hmv quiz cashbalance is currently to maximize ur cashin now send hmv to only pmsg,spam,ham,0.41127446
yup havent been there before you want to go for the yoga can call up to book,ham,ham,0.056452367
now im going for lunch,ham,ham,0.003124664
hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx,ham,ham,0.27230817
thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,spam,ham,0.3605113
thanks for being there for me just to talk to on saturday you are very dear to me cherish having you as brother and role model,ham,ham,0.17442971
hope you are feeling great pls fill me in abiola,ham,ham,0.0146824345
well know will take care of me so no worries,ham,ham,0.0026827406
huh also cannot then only how many mistakes,ham,ham,0.0046605086
phony award todays voda numbers ending xxxx are selected to receive award if you have match please call quoting claim code standard rates app,smishing,smishing,0.9999895
take it we didnt have the phone callon friday can we assume we wont have it this year now,ham,ham,0.06150547
we regret to inform you that your nab card is now locked to unlock please update security details at httpwwwnabmobile,smishing,smishing,0.64040613
hi where you you in home or calicut,ham,ham,0.0017876336
gd lor go shopping got stuff to do wan watch infernal affairs not come lar,ham,ham,0.1739127
claim shopping spree just call now have you won mobstorequizppm,smishing,ham,0.25052226
you made my day do have great day too,ham,ham,0.0051974286
dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care,smishing,smishing,0.9692564
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,ham,smishing,0.99998665
goodmorning sleeping ga,ham,ham,0.08962866
dear how you are you ok,ham,ham,0.001545167
the world suffers lot not because of the violence of bad people but because of the silence of good people gud night,ham,ham,0.1431078
repeat instructions again wats road name of ur house,ham,ham,0.015469514
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendshiplove dear,ham,ham,0.32555658
sorry ill call lateri am in meeting,ham,ham,0.012140455
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evening and stay blessed,ham,ham,0.41044077
stop knowing me so well,ham,ham,0.007543088
she just broke down list of reasons why nobodys in town and cant tell if shes being sarcastic or just faggy,ham,ham,0.3891685
under the sea there lays rock in the rock there is an envelope in the envelope there is paper on the paper there are words guess,ham,ham,0.19335209
save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from superb selection with national delivery brought to you by weddingfriend,spam,ham,0.4123162
yup how noe leh,ham,ham,0.004588812
ard lor,ham,ham,0.08453163
messagesome text missing sendername missing number missing sentdate missing missing lot thats everything is missing sent via fullonsmscom,ham,smishing,0.89317036
well am officially in philosophical hole so if wanna call am at home ready to be saved,ham,ham,0.07397976
like personal sized or what,ham,ham,0.018260315
dear vdafne customeryou are winner of guaranteed caller prize this is our final attempt to contact you to claim call now,smishing,smishing,0.83719385
only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,ham,ham,0.113610126
missing you toopray inshah allah,ham,ham,0.012226145
free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit this msg is free,spam,smishing,0.8010847
erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,ham,ham,0.024577012
like made him throw up when we were smoking in our friends car one time it was awesome,ham,ham,0.07890393
sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,spam,smishing,0.94838816
he is there you call and meet him,ham,ham,0.0033351216
liked your new house,ham,ham,0.0073611764
im done just studyn in library,ham,ham,0.0180973
may approve panalambut it should have more posts,ham,ham,0.011315483
ok then will wait for then talk to me,ham,ham,0.007332695
so pay first lar then when is da stock comin,ham,ham,0.007404101
reply with your name and address and you will receive by post weeks completely free accommodation at various global locations wwwphbcom php,smishing,smishing,0.9973303
you will go to walmart ill stay,ham,ham,0.014470235
if you hear loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong,ham,ham,0.10233197
we left already we at orchard now,ham,ham,0.005333685
missed your call cause was yelling at scrappy miss cant wait for to come home im so lonely today,ham,ham,0.15399341
my roommate also wants dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure,ham,ham,0.23408729
so when do you wanna gym harri,ham,ham,0.0040416997
yep at dereks house now see you sunday lt,ham,ham,0.017737338
so do you have samus shoulders yet,ham,ham,0.018974721
aight call me once youre close,ham,ham,0.0081139635
its ok noe ure busy but im really too bored so msg oso dunno wat colour she choose me one,ham,ham,0.38119537
boltblue tones for reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,spam,smishing,0.78826237
thats the thing with apes can fight to the death to keep something but the minute they have it when let go thats it,ham,ham,0.16126113
you got called tool,ham,ham,0.0030422718
stop calling everyone saying might have cancer my throat hurts to talk cant be answering everyones calls if get one more call im not babysitting on monday,ham,smishing,0.6440306
just really need shit before tomorrow and know you wont be awake before like,ham,ham,0.08084103
still painting ur wall,ham,ham,0.009489639
apple id buxcxgbvwwccod final notification your apple is due to expire today prevent this by confirming your apple id athttpverifyappleuk apple inc,smishing,smishing,0.9999932
are you planning to come chennai,ham,ham,0.008633258
im in class will holla later,ham,ham,0.0069017657
lmao ok wont be needing to do my hair anymore,ham,ham,0.011503723
said its okay sorry,ham,ham,0.0035549947
apple has detected an unauthorized signin to your cloud account if this message goes without reply apple will be forced to suspend your account please verify this icloud device by sending your correct apple id and password via text message,smishing,smishing,0.69837976
single line with big meaning miss anything ur best life but dont miss ur best life for anything,ham,ham,0.2626728
goodo yes we must speak friday eggpotato ratio for tortilla needed,ham,smishing,0.95635056
went to ur hon lab but no one is there,ham,ham,0.008882967
this is one of the days you have billion classes right,ham,ham,0.021159539
thank,ham,ham,0.16807759
err cud do im going to at pm havent got way to contact him until then,ham,ham,0.07151816
nova medical centers conducts shoulder pain clinic on mar thconsult our renowned shoulder specialists drmahesh reddy drjatty call,spam,smishing,0.99994063
hi the sexychat girls are waiting for you to text them text now for great night chatting send stop to stop this service,spam,ham,0.3512146
there are many company tell me the language,ham,ham,0.005204248
sorry ill call laterbuzy,ham,ham,0.0040830583
come search tat vidnot finishd,ham,ham,0.056225248
think just yourself thanks and see you tomo,ham,ham,0.0039626425
im gonna be home soon and dont want to talk about this stuff anymore tonight ileave this topic for now,ham,ham,0.44475737
call now just per min ntt ltd po box croydon cr wb is national rate call,spam,smishing,0.85652
just got outta class gonna go gym,ham,ham,0.017257554
congratulations ore mo owo re wa enjoy it and wish you many happy moments to and fro wherever you go,ham,smishing,0.830786
yup ok thanx,ham,ham,0.007820912
your brother is genius,ham,ham,0.010682504
willing live local to you text reply to hear strt back from me per msg netcollex ltdhelpdesk reply stop to end,spam,ham,0.38849965
joys father is john then john is the name of joys father mandan,ham,ham,0.0889807
spoke with uncle john today he strongly feels that you need to sacrifice to keep me here hes going to call you when he does beg you to just listen dont make any promises or make it clear things are not easy and need you to please let us work things out as long as keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part,ham,ham,0.23858754
know im lacking on most of this particular dramastorms details but for the most part im not worried about that,ham,ham,0.14665064
we will hold your paytm amount after sometime complete your paytm kyc paytm office ph,smishing,smishing,0.9152547
someone know has asked our dating service contact you cant guess who call now all will be revealed po box wu,smishing,smishing,0.73295
didnt you get hep immunisation in nigeria,ham,ham,0.013595118
how much is blackberry bold in nigeria,ham,ham,0.016905766
haha good to hear im officially paid and on the market for an th,ham,ham,0.054231297
private your account statement for shows unredeemed points call identifier code expires,smishing,smishing,0.9569234
dunno leh cant remember mayb lor so wat time we meeting tmr,ham,ham,0.018720917
is there reason weve not spoken this year anyways have great week and all the best in your exam,ham,ham,0.24425244
yeah ill try to scrounge something up,ham,ham,0.038736008
lol for real she told my dad have cancer,ham,ham,0.016503377
okthats fine,ham,ham,0.21261714
how is your schedule next week am out of town this weekend,ham,ham,0.04919588
uploaded mine to facebook,ham,ham,0.0031312422
nationwide has noticed your debit card was recently used on at apple online store for gbp if not you please urgently call fraud prevention on or int do not reply by sms httpwwwnationwidecouk,smishing,smishing,0.8086494
sorry ill call later at mins,ham,ham,0.007761278
hey girl how hope well me an del bak again long time no give me call sum time from lucyxx,ham,ham,0.40422672
is toshiba portege gd,ham,ham,0.07501794
hanks lotsly,ham,ham,0.32333055
derp which is worse dude who always wants to party or dude who files complaint about the three drug abusers he lives with,ham,smishing,0.7739864
same as kallis dismissial in nd test,ham,ham,0.05251725
had the money issue weigh me down but thanks to you can breathe easier now ill make sure you dont regret it thanks,ham,ham,0.14713356
dad says hurry the hell up,ham,ham,0.008444533
were finally ready fyi,ham,ham,0.025036126
as valued customer am pleased to advise you that following recent review of your mob no you are awarded with bonus prize call,smishing,smishing,0.66208744
yes please leave at ltgt so that at ltgt we can leave,ham,ham,0.005176225
urgent your mobile number has been awarded with inr prize guaranteed call from land line claim valid hrs only,smishing,smishing,1.0
hot live fantasies call now just per min ntt ltd po box croydon cr wb,spam,smishing,0.9673601
need an th but im off campus atm could pick up in an hour or two,ham,ham,0.16229422
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or will report you to your supervisor,ham,ham,0.34267446
tomarrow want to got to court at ltdecimalgt so you come to bus stand at,ham,ham,0.055226043
some of them told accenture is not confirm is it true,ham,ham,0.009306333
got lousy sleep kept waking up every hours to see if my cat wanted to come in worry about him when its cold,ham,ham,0.21305977
shall ask one thing if you dont mistake me,ham,ham,0.003048448
kdo it at evening daurgent,ham,ham,0.0031510647
sms services for your inclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm ae,spam,smishing,0.98692596
hii got the money da,ham,ham,0.0031425506
im hungry buy smth home,ham,ham,0.017014857
where did go my phone is gonna die you have to stay in here,ham,ham,0.028272185
can you plz tell me the ans bslvyl sent via fullonsmscom,ham,ham,0.07069379
yes watching footie but worried were going to blow it phil neville,ham,ham,0.106396616
how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,ham,smishing,0.5180873
no prob will send to your email,ham,ham,0.008794508
kkfrom tomorrow onwards started ah,ham,smishing,0.69936335
then drive lor,ham,ham,0.007897744
nobut heard abt tat,ham,ham,0.088436075
sure but make sure he knows we aint smokin yet,ham,ham,0.06725989
aight let me know when youre gonna be around usf,ham,ham,0.006968661
are you still playing with gautham,ham,ham,0.00681652
hav almost reached call unable to connect,ham,ham,0.3515483
umma did she say anything,ham,ham,0.0032976514
alrite sam its nic just checkin that this is ur numberso is ittb,ham,ham,0.061787236
oh only outside players allowed to play know,ham,ham,0.12566063
dear customer your paytmkyc has been expired its will be blcked within hour please contact customer care ph immediately to verify,smishing,smishing,0.9597068
no dice art class thru thanks though any idea what time should come tomorrow,ham,ham,0.3738512
text get more ringtones logos and games from wwwtxtcom questions infotxtcouk,spam,ham,0.16664043
jason says hes gonna be around so ill be up there around ltgt,ham,ham,0.007033195
babe how goes that day what are you doing where are you sip my cappuccino and think of you my love send kiss to you from across the sea,ham,ham,0.18456018
even my brother is not like to speak with me they treat me like aids patent,ham,ham,0.026998507
freemsg fancy flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just to optout txt stop to reply date now,spam,smishing,0.905869
what im saying is if you havent explicitly told nora know someone im probably just not gonna bother,ham,ham,0.14780602
ill hand her my phone to chat wit,ham,ham,0.0066095986
er yep sure props,ham,ham,0.026361661
got itmail panren paru,ham,ham,0.10557451
thanx today cer it was nice catch up but we ave find more time more often oh well take care soonc,ham,ham,0.19620396
wake up already wat doing picking us up later rite im taking sq reaching ard smth like dat can check arrival time ya soon,ham,smishing,0.95701766
hi the way was with day is the normal waythis is the real me ur uniquei hope know the rest of mylife hope find wot was lost,ham,ham,0.3785091
ive been searching for the right words to thank you for this breather promise wont take your help for granted and will fulfil my promise you have been wonderful and blessing at all times,ham,ham,0.48004863
this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgsp only,spam,smishing,0.8245128
can help swoop by picking up from wherever ur other birds meeting if want,ham,ham,0.24629399
gud mrng dear hav nice day,ham,ham,0.023598729
sorry flaked last night shits seriously goin down with my roommate what you up to tonight,ham,ham,0.13217859
